ID,price,brand,model,Clasificacion ,year,title_status,mileage,color,lot,state,state,condition,Precio en México ,qx1-estado,qx_marca,qx_tipo 
1073,16900,dodge,journey,DERIVADO DE TURISMO,2019,clean vehicle,30021,charcoal,167802205,north carolina,north carolina,2 days left,338000,0.12,0.2,0.128
1074,11100,dodge,caravan,DERIVADO DE TURISMO,2017,clean vehicle,51469,gray,167802215,north carolina,north carolina,2 days left,222000,0.12,0.2,0.128
1075,15600,dodge,journey,DERIVADO DE TURISMO,2019,clean vehicle,31237,charcoal,167802230,north carolina,north carolina,2 days left,312000,0.12,0.2,0.128
1076,16900,dodge,journey,DERIVADO DE TURISMO,2019,clean vehicle,30186,silver,167802232,north carolina,north carolina,2 days left,338000,0.12,0.2,0.128
1077,15300,dodge,journey,DERIVADO DE TURISMO,2019,clean vehicle,41956,silver,167802233,north carolina,north carolina,2 days left,306000,0.12,0.2,0.128
1078,16600,dodge,journey,DERIVADO DE TURISMO,2019,clean vehicle,30727,black,167802234,north carolina,north carolina,2 days left,332000,0.12,0.2,0.128
1079,21800,dodge,durango,DERIVADO DE TURISMO,2017,clean vehicle,38956,black,167752407,pennsylvania,pennsylvania,2 days left,436000,0.12,0.2,0.128
1080,36500,dodge,charger,DERIVADO DE TURISMO,2018,clean vehicle,22036,white,167752500,virginia,virginia,21 hours left,730000,0.12,0.2,0.128
1081,26300,dodge,durango,DERIVADO DE TURISMO,2019,clean vehicle,26462,red,167752776,georgia,georgia,21 hours left,526000,0.11,0.2,0.128
1082,20900,dodge,challenger,DERIVADO DE TURISMO,2019,clean vehicle,23143,red,167752778,georgia,georgia,21 hours left,418000,0.11,0.2,0.128
1083,20100,dodge,challenger,DERIVADO DE TURISMO,2019,clean vehicle,17340,gray,167752791,georgia,georgia,21 hours left,402000,0.11,0.2,0.128
1084,26700,dodge,charger,DERIVADO DE TURISMO,2019,clean vehicle,29749,gray,167752792,georgia,georgia,21 hours left,534000,0.11,0.2,0.128
1085,23900,dodge,charger,DERIVADO DE TURISMO,2019,clean vehicle,35248,white,167752939,georgia,georgia,21 hours left,478000,0.11,0.2,0.128
1086,14500,dodge,caravan,DERIVADO DE TURISMO,2018,clean vehicle,40417,no_color,167802408,florida,florida,27 minutes,290000,0.11,0.2,0.128
1087,23000,dodge,durango,DERIVADO DE TURISMO,2017,clean vehicle,30309,gray,167753011,virginia,virginia,21 hours left,460000,0.12,0.2,0.128
1088,15000,dodge,journey,DERIVADO DE TURISMO,2018,clean vehicle,42303,red,167803180,north carolina,north carolina,2 days left,300000,0.12,0.2,0.128
1089,15000,dodge,journey,DERIVADO DE TURISMO,2018,clean vehicle,35326,white,167803188,north carolina,north carolina,2 days left,300000,0.12,0.2,0.128
1090,28500,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,92100,white,167770192,texas,texas,2 days left,570000,0.12,0.15,0.128
1091,28000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,99375,white,167770195,texas,texas,2 days left,560000,0.12,0.15,0.128
1092,9000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,72418,gray,167770204,texas,texas,2 days left,180000,0.12,0.15,0.128
1093,28700,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,167715937,connecticut,connecticut,12 days left,574000,0.13,0.15,0.128
1094,25000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,119439,white,167770210,texas,texas,2 days left,500000,0.12,0.15,0.128
1095,17347,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,54396,black,167715938,massachusetts,massachusetts,12 days left,346940,0.1714,0.15,0.128
1096,13800,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,91606,white,167770495,texas,texas,5 hours left,276000,0.12,0.15,0.128
1097,25888,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,2807,black,167715939,new jersey,new jersey,12 days left,517760,0.12,0.15,0.128
1098,8500,ford,fusion,DERIVADO DE TURISMO,2017,clean vehicle,78739,black,167770647,tennessee,tennessee,2 days left,170000,0.12,0.15,0.128
1099,21289,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,71955,gray,167715940,new york,new york,12 days left,425780,0.12,0.15,0.128
1100,17999,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,48472,triple yellow tri-coat,167715941,new jersey,new jersey,12 days left,359980,0.12,0.15,0.128
1101,2700,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,98470,blue,167770840,texas,texas,2 days left,54000,0.12,0.15,0.128
1102,30977,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,28937,competition orange,167715942,pennsylvania,pennsylvania,12 days left,619540,0.12,0.15,0.128
1103,13799,ford,doors,DERIVADO DE TURISMO,2015,clean vehicle,83693,red,167715943,new jersey,new jersey,12 days left,275980,0.12,0.15,0.128
1104,20500,ford,srw,DERIVADO DE TURISMO,2014,clean vehicle,90888,white,167771072,arizona,arizona,2 days left,410000,0.11,0.15,0.128
1105,8500,ford,drw,DERIVADO DE TURISMO,2012,clean vehicle,216942,white,167771079,texas,texas,18 hours left,170000,0.12,0.15,0.128
1106,9900,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,205796,white,167771183,florida,florida,24 hours left,198000,0.11,0.15,0.128
1107,65500,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,6500,black,167718954,indiana,indiana,21 hours left,1310000,0.134,0.15,0.128
1108,24500,ford,wagon,DERIVADO DE TURISMO,2018,clean vehicle,39943,white,167772606,florida,florida,2 days left,490000,0.11,0.15,0.128
1109,32500,ford,explorer,DERIVADO DE TURISMO,2020,clean vehicle,5920,silver,167722215,missouri,missouri,21 hours left,650000,0.11,0.15,0.128
1110,9200,ford,fusion,DERIVADO DE TURISMO,2018,clean vehicle,71478,blue,167772971,pennsylvania,pennsylvania,2 days left,184000,0.12,0.15,0.128
1111,17700,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,119520,silver,167772999,pennsylvania,pennsylvania,2 days left,354000,0.12,0.15,0.128
1112,18300,ford,fusion,DERIVADO DE TURISMO,2020,clean vehicle,10882,white,167722427,california,california,1 days left,366000,0.13,0.15,0.128
1113,43500,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,29010,gray,167722585,illinois,illinois,21 hours left,870000,0.085,0.15,0.128
1114,15200,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,69003,white,167773215,pennsylvania,pennsylvania,2 days left,304000,0.12,0.15,0.128
1115,36200,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,16207,no_color,167722586,illinois,illinois,21 hours left,724000,0.085,0.15,0.128
1116,21900,ford,mustang,DERIVADO DE TURISMO,2018,clean vehicle,29748,red,167773235,new jersey,new jersey,2 days left,438000,0.12,0.15,0.128
1117,20700,ford,wagon,DERIVADO DE TURISMO,2019,clean vehicle,25582,white,167722604,california,california,1 days left,414000,0.13,0.15,0.128
1118,12300,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,24520,gray,167722610,california,california,1 days left,246000,0.13,0.15,0.128
1119,4200,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,104383,blue,167773291,pennsylvania,pennsylvania,2 days left,84000,0.12,0.15,0.128
1120,19500,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,34164,white,167722611,california,california,1 days left,390000,0.13,0.15,0.128
1121,14300,ford,fusion,DERIVADO DE TURISMO,2020,clean vehicle,6975,silver,167722616,california,california,1 days left,286000,0.13,0.15,0.128
1122,13700,ford,van,DERIVADO DE TURISMO,2016,clean vehicle,67150,white,167773301,pennsylvania,pennsylvania,2 days left,274000,0.12,0.15,0.128
1123,13200,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,100820,white,167773526,pennsylvania,pennsylvania,2 days left,264000,0.12,0.15,0.128
1124,6200,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,142286,white,167773530,pennsylvania,pennsylvania,2 days left,124000,0.12,0.15,0.128
1125,6500,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,60015,black,167773531,pennsylvania,pennsylvania,21 hours left,130000,0.12,0.15,0.128
1126,1500,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,126381,gray,167773663,pennsylvania,pennsylvania,21 hours left,30000,0.12,0.15,0.128
1127,2200,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,128753,black,167773664,pennsylvania,pennsylvania,2 days left,44000,0.12,0.15,0.128
1128,4200,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,0,no_color,167773673,pennsylvania,pennsylvania,2 days left,84000,0.12,0.15,0.128
1129,8700,ford,van,DERIVADO DE TURISMO,2013,clean vehicle,64598,white,167773678,pennsylvania,pennsylvania,2 days left,174000,0.12,0.15,0.128
1130,3200,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,111532,black,167773761,pennsylvania,pennsylvania,2 days left,64000,0.12,0.15,0.128
1131,9000,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,149346,black,167773763,pennsylvania,pennsylvania,21 hours left,180000,0.12,0.15,0.128
1132,20000,ford,edge,DERIVADO DE TURISMO,2018,clean vehicle,43567,silver,167775132,illinois,illinois,4 days left,400000,0.085,0.15,0.128
1133,33000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,36004,white,167775742,texas,texas,6 days left,660000,0.12,0.15,0.128
1134,23300,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,10935,white,167725407,south carolina,south carolina,21 hours left,466000,0.1541,0.15,0.128
1135,8750,ford,van,DERIVADO DE TURISMO,2017,clean vehicle,150484,white,167776541,illinois,illinois,20 hours left,175000,0.085,0.15,0.128
1136,11975,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,122014,white,167777048,texas,texas,24 hours left,239500,0.12,0.15,0.128
1137,23600,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,19363,white,167725759,south carolina,south carolina,21 hours left,472000,0.1541,0.15,0.128
1138,12000,ford,explorer,DERIVADO DE TURISMO,2016,clean vehicle,42902,black,167777327,texas,texas,19 hours left,240000,0.12,0.15,0.128
1139,30900,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,401,red,167718228,indiana,indiana,21 hours left,618000,0.134,0.15,0.128
1140,23900,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,11077,white,167725761,south carolina,south carolina,21 hours left,478000,0.1541,0.15,0.128
1141,40400,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,34100,black,167718246,indiana,indiana,21 hours left,808000,0.134,0.15,0.128
1142,38000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,30018,white,167778307,minnesota,minnesota,6 days left,760000,0.11,0.15,0.128
1143,27000,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,18279,white,167778596,illinois,illinois,2 days left,540000,0.085,0.15,0.128
1144,24000,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,7373,white,167725768,south carolina,south carolina,21 hours left,480000,0.1541,0.15,0.128
1145,30000,ford,ranger,DERIVADO DE TURISMO,2019,clean vehicle,2590,gray,167778604,wisconsin,wisconsin,21 hours left,600000,0.132,0.15,0.128
1146,16200,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,41662,white,167725769,south carolina,south carolina,21 hours left,324000,0.1541,0.15,0.128
1147,30000,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,15019,gray,167778609,wisconsin,wisconsin,21 hours left,600000,0.132,0.15,0.128
1148,23900,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,9420,white,167725771,south carolina,south carolina,21 hours left,478000,0.1541,0.15,0.128
1149,13800,ford,taurus,DERIVADO DE TURISMO,2018,clean vehicle,41864,white,167722436,missouri,missouri,21 hours left,276000,0.11,0.15,0.128
1150,23700,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,16829,white,167725774,south carolina,south carolina,21 hours left,474000,0.1541,0.15,0.128
1151,24300,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,6290,gray,167722443,illinois,illinois,21 hours left,486000,0.085,0.15,0.128
1152,54900,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,14393,black,167726356,nevada,nevada,Listing Expired,1098000,0.09,0.15,0.128
1153,22500,ford,taurus,DERIVADO DE TURISMO,2018,clean vehicle,14599,white,167778957,wisconsin,wisconsin,2 days left,450000,0.132,0.15,0.128
1154,39000,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,25839,gray,167778962,illinois,illinois,2 days left,780000,0.085,0.15,0.128
1155,13900,ford,escape,DERIVADO DE TURISMO,2018,clean vehicle,60715,gray,167778964,wisconsin,wisconsin,21 hours left,278000,0.132,0.15,0.128
1156,24700,ford,explorer,DERIVADO DE TURISMO,2018,clean vehicle,23350,red,167722623,illinois,illinois,21 hours left,494000,0.085,0.15,0.128
1157,20100,ford,transit,DERIVADO DE TURISMO,2018,clean vehicle,62386,white,167722700,california,california,1 days left,402000,0.13,0.15,0.128
1158,22000,ford,mustang,DERIVADO DE TURISMO,2018,clean vehicle,6248,red,167778967,illinois,illinois,2 days left,440000,0.085,0.15,0.128
1159,38200,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,878,green,167732976,florida,florida,1 days left,764000,0.11,0.15,0.128
1160,24400,ford,transit,DERIVADO DE TURISMO,2018,clean vehicle,49710,white,167722717,california,california,1 days left,488000,0.13,0.15,0.128
1161,35000,ford,mustang,DERIVADO DE TURISMO,2018,clean vehicle,2042,blue,167778969,illinois,illinois,21 hours left,700000,0.085,0.15,0.128
1162,18600,ford,flex,DERIVADO DE TURISMO,2019,clean vehicle,7742,white,167732983,florida,florida,2 days left,372000,0.11,0.15,0.128
1163,22700,ford,transit,DERIVADO DE TURISMO,2018,clean vehicle,39733,white,167722718,california,california,1 days left,454000,0.13,0.15,0.128
1164,38000,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,33701,black,167778971,illinois,illinois,21 hours left,760000,0.085,0.15,0.128
1165,17000,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,67542,red,167779290,illinois,illinois,2 days left,340000,0.085,0.15,0.128
1166,17500,ford,escape,DERIVADO DE TURISMO,2017,clean vehicle,35095,gray,167779677,wisconsin,wisconsin,2 days left,350000,0.132,0.15,0.128
1167,23200,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,8652,white,167734884,michigan,michigan,21 hours left,464000,0.0618,0.15,0.128
1168,30700,ford,explorer,DERIVADO DE TURISMO,2017,clean vehicle,51107,red,167779679,wisconsin,wisconsin,21 hours left,614000,0.132,0.15,0.128
1169,23500,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,14987,white,167735018,michigan,michigan,21 hours left,470000,0.0618,0.15,0.128
1170,26400,ford,edge,DERIVADO DE TURISMO,2017,clean vehicle,28252,blue,167779680,wisconsin,wisconsin,2 days left,528000,0.132,0.15,0.128
1171,23500,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,16009,white,167735020,michigan,michigan,21 hours left,470000,0.0618,0.15,0.128
1172,38000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,47866,white,167779682,wisconsin,wisconsin,2 days left,760000,0.132,0.15,0.128
1173,23600,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,11004,white,167735025,michigan,michigan,21 hours left,472000,0.0618,0.15,0.128
1174,19300,ford,edge,DERIVADO DE TURISMO,2017,clean vehicle,42895,gray,167779683,wisconsin,wisconsin,21 hours left,386000,0.132,0.15,0.128
1175,23200,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,9490,white,167735026,michigan,michigan,21 hours left,464000,0.0618,0.15,0.128
1176,13800,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,39027,no_color,167779689,wisconsin,wisconsin,21 hours left,276000,0.132,0.15,0.128
1177,23600,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,13466,white,167735027,michigan,michigan,21 hours left,472000,0.0618,0.15,0.128
1178,23200,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,8737,white,167735029,michigan,michigan,21 hours left,464000,0.0618,0.15,0.128
1179,40000,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,23960,red,167779696,wisconsin,wisconsin,2 days left,800000,0.132,0.15,0.128
1180,23400,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,5562,white,167735030,michigan,michigan,21 hours left,468000,0.0618,0.15,0.128
1181,23600,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,13763,white,167735031,michigan,michigan,21 hours left,472000,0.0618,0.15,0.128
1182,23000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,10444,white,167735032,michigan,michigan,21 hours left,460000,0.0618,0.15,0.128
1183,25500,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,41696,black,167779857,wisconsin,wisconsin,21 hours left,510000,0.132,0.15,0.128
1184,23500,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,15787,white,167735033,michigan,michigan,21 hours left,470000,0.0618,0.15,0.128
1185,29900,ford,door,DERIVADO DE TURISMO,2017,clean vehicle,9167,white,167779861,wisconsin,wisconsin,2 days left,598000,0.132,0.15,0.128
1186,23200,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,17541,white,167735037,michigan,michigan,21 hours left,464000,0.0618,0.15,0.128
1187,50500,ford,f-150,DERIVADO DE TURISMO,2017,clean vehicle,24686,silver,167779863,wisconsin,wisconsin,2 days left,1010000,0.132,0.15,0.128
1188,23400,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,15210,white,167735038,michigan,michigan,21 hours left,468000,0.0618,0.15,0.128
1189,24500,ford,transit,DERIVADO DE TURISMO,2017,clean vehicle,54601,white,167779865,wisconsin,wisconsin,2 days left,490000,0.132,0.15,0.128
1190,49000,ford,mustang,DERIVADO DE TURISMO,2017,clean vehicle,2205,black,167779872,illinois,illinois,2 days left,980000,0.085,0.15,0.128
1191,25400,ford,transit,DERIVADO DE TURISMO,2017,clean vehicle,35691,white,167779876,wisconsin,wisconsin,2 days left,508000,0.132,0.15,0.128
1192,23000,ford,flex,DERIVADO DE TURISMO,2017,clean vehicle,32788,silver,167779877,illinois,illinois,21 hours left,460000,0.085,0.15,0.128
1193,6000,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,180471,gray,167779892,minnesota,minnesota,6 days left,120000,0.11,0.15,0.128
1194,22400,ford,edge,DERIVADO DE TURISMO,2016,clean vehicle,42925,black,167780188,wisconsin,wisconsin,21 hours left,448000,0.132,0.15,0.128
1195,22500,ford,edge,DERIVADO DE TURISMO,2016,clean vehicle,37385,black,167780189,wisconsin,wisconsin,2 days left,450000,0.132,0.15,0.128
1196,25200,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,15415,gray,167735376,virginia,virginia,2 days left,504000,0.12,0.15,0.128
1197,36000,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,20047,white,167780195,wisconsin,wisconsin,2 days left,720000,0.132,0.15,0.128
1198,26700,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,16884,black,167735379,virginia,virginia,2 days left,534000,0.12,0.15,0.128
1199,30500,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,57936,gray,167780199,wisconsin,wisconsin,21 hours left,610000,0.132,0.15,0.128
1200,26700,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,15244,black,167735380,virginia,virginia,2 days left,534000,0.12,0.15,0.128
1201,25000,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,19842,gray,167735381,virginia,virginia,2 days left,500000,0.12,0.15,0.128
1202,35200,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,38830,white,167780201,wisconsin,wisconsin,21 hours left,704000,0.132,0.15,0.128
1203,30300,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,31899,white,167735391,tennessee,tennessee,21 hours left,606000,0.12,0.15,0.128
1204,25000,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,69305,no_color,167780206,illinois,illinois,2 days left,500000,0.085,0.15,0.128
1205,26500,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,46098,red,167780207,wisconsin,wisconsin,2 days left,530000,0.132,0.15,0.128
1206,21600,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,29457,gray,167735493,virginia,virginia,2 days left,432000,0.12,0.15,0.128
1207,18800,ford,edge,DERIVADO DE TURISMO,2016,clean vehicle,30765,no_color,167780210,wisconsin,wisconsin,21 hours left,376000,0.132,0.15,0.128
1208,21500,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,29096,red,167735497,virginia,virginia,2 days left,430000,0.12,0.15,0.128
1209,9000,ford,door,DERIVADO DE TURISMO,2016,clean vehicle,40437,no_color,167780249,new jersey,new jersey,7 hours left,180000,0.12,0.15,0.128
1210,16700,ford,cutaway,DERIVADO DE TURISMO,2015,clean vehicle,69004,white,167780449,wisconsin,wisconsin,2 days left,334000,0.132,0.15,0.128
1211,16800,ford,cutaway,DERIVADO DE TURISMO,2015,clean vehicle,65179,white,167780450,wisconsin,wisconsin,2 days left,336000,0.132,0.15,0.128
1212,15700,ford,cutaway,DERIVADO DE TURISMO,2015,clean vehicle,75862,white,167780452,wisconsin,wisconsin,2 days left,314000,0.132,0.15,0.128
1213,16800,ford,cutaway,DERIVADO DE TURISMO,2015,clean vehicle,68319,white,167780458,wisconsin,wisconsin,2 days left,336000,0.132,0.15,0.128
1214,19500,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,80354,gray,167780463,wisconsin,wisconsin,21 hours left,390000,0.132,0.15,0.128
1215,20500,ford,door,DERIVADO DE TURISMO,2015,clean vehicle,51441,black,167780465,wisconsin,wisconsin,2 days left,410000,0.132,0.15,0.128
1216,17400,ford,cutaway,DERIVADO DE TURISMO,2015,clean vehicle,70954,white,167780471,wisconsin,wisconsin,2 days left,348000,0.132,0.15,0.128
1217,17500,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,92500,red,167780571,wisconsin,wisconsin,21 hours left,350000,0.132,0.15,0.128
1218,26000,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,66367,silver,167780578,illinois,illinois,21 hours left,520000,0.085,0.15,0.128
1219,56700,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,13884,white,167737612,kentucky,kentucky,21 hours left,1134000,0.09,0.15,0.128
1220,5000,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,202565,no_color,167780643,wisconsin,wisconsin,21 hours left,100000,0.132,0.15,0.128
1221,40200,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,26484,no_color,167737616,kentucky,kentucky,21 hours left,804000,0.09,0.15,0.128
1222,54000,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,703,red,167780646,illinois,illinois,21 hours left,1080000,0.085,0.15,0.128
1223,65200,ford,max,DERIVADO DE TURISMO,2019,clean vehicle,18138,white,167737619,kentucky,kentucky,21 hours left,1304000,0.09,0.15,0.128
1224,32500,ford,srw,DERIVADO DE TURISMO,2017,clean vehicle,28007,white,167780667,minnesota,minnesota,Listing Expired,650000,0.11,0.15,0.128
1225,25500,ford,transit,DERIVADO DE TURISMO,2019,clean vehicle,11251,white,167738248,illinois,illinois,21 hours left,510000,0.085,0.15,0.128
1226,63000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,11640,no_color,167780677,illinois,illinois,21 hours left,1260000,0.085,0.15,0.128
1227,44000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,10763,white,167780679,illinois,illinois,2 days left,880000,0.085,0.15,0.128
1228,70000,ford,drw,DERIVADO DE TURISMO,2019,clean vehicle,9643,no_color,167780680,illinois,illinois,2 days left,1400000,0.085,0.15,0.128
1229,56200,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,33930,gray,167738656,kentucky,kentucky,21 hours left,1124000,0.09,0.15,0.128
1230,35000,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,26451,white,167780681,wisconsin,wisconsin,2 days left,700000,0.132,0.15,0.128
1231,57700,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,21101,red,167738658,kentucky,kentucky,21 hours left,1154000,0.09,0.15,0.128
1232,74000,ford,drw,DERIVADO DE TURISMO,2019,clean vehicle,10536,no_color,167780682,illinois,illinois,2 days left,1480000,0.085,0.15,0.128
1233,60200,ford,srw,DERIVADO DE TURISMO,2019,clean vehicle,31744,white,167738659,kentucky,kentucky,21 hours left,1204000,0.09,0.15,0.128
1234,60000,ford,srw,DERIVADO DE TURISMO,2018,clean vehicle,18062,black,167780683,illinois,illinois,2 days left,1200000,0.085,0.15,0.128
1235,63000,ford,srw,DERIVADO DE TURISMO,2018,clean vehicle,17942,black,167780684,illinois,illinois,21 hours left,1260000,0.085,0.15,0.128
1236,22500,ford,door,DERIVADO DE TURISMO,2014,clean vehicle,43646,black,167780692,wisconsin,wisconsin,2 days left,450000,0.132,0.15,0.128
1237,8300,ford,energi,DERIVADO DE TURISMO,2014,clean vehicle,71989,gray,167780699,wisconsin,wisconsin,21 hours left,166000,0.132,0.15,0.128
1238,8300,ford,door,DERIVADO DE TURISMO,2012,clean vehicle,138328,white,167780740,wisconsin,wisconsin,21 hours left,166000,0.132,0.15,0.128
1239,21000,ford,door,DERIVADO DE TURISMO,2013,clean vehicle,95386,brown,167780742,wisconsin,wisconsin,2 days left,420000,0.132,0.15,0.128
1240,19300,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,23740,black,167740399,mississippi,mississippi,21 hours left,386000,0.068,0.15,0.128
1241,16400,ford,fusion,DERIVADO DE TURISMO,2019,clean vehicle,36064,gray,167740400,alabama,alabama,21 hours left,328000,0.102,0.15,0.128
1242,27300,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,18805,gray,167740409,mississippi,mississippi,21 hours left,546000,0.068,0.15,0.128
1243,26400,ford,cab,DERIVADO DE TURISMO,2012,clean vehicle,151035,white,167781136,wisconsin,wisconsin,2 days left,528000,0.132,0.15,0.128
1244,35100,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,10099,red,167740416,mississippi,mississippi,21 hours left,702000,0.068,0.15,0.128
1245,41500,ford,f-150,DERIVADO DE TURISMO,2018,clean vehicle,9800,black,167781284,new jersey,new jersey,1 days left,830000,0.12,0.15,0.128
1246,34100,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,10483,white,167740622,mississippi,mississippi,21 hours left,682000,0.068,0.15,0.128
1247,28600,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,17544,no_color,167781624,california,california,21 hours left,572000,0.13,0.15,0.128
1248,34100,ford,mustang,DERIVADO DE TURISMO,2019,clean vehicle,10167,red,167740627,mississippi,mississippi,21 hours left,682000,0.068,0.15,0.128
1249,28700,ford,ranger,DERIVADO DE TURISMO,2019,clean vehicle,11457,gray,167781626,california,california,21 hours left,574000,0.13,0.15,0.128
1250,24700,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,26590,no_color,167781627,california,california,21 hours left,494000,0.13,0.15,0.128
1251,46500,ford,expedition,DERIVADO DE TURISMO,2019,clean vehicle,35346,black,167781630,california,california,21 hours left,930000,0.13,0.15,0.128
1252,29000,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,12953,black,167781631,california,california,21 hours left,580000,0.13,0.15,0.128
1253,25500,ford,edge,DERIVADO DE TURISMO,2019,clean vehicle,26693,silver,167781632,california,california,21 hours left,510000,0.13,0.15,0.128
1254,39500,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,25071,yellow,167781633,california,california,21 hours left,790000,0.13,0.15,0.128
1255,33100,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,33538,yellow,167781635,california,california,21 hours left,662000,0.13,0.15,0.128
1256,30500,ford,f-150,DERIVADO DE TURISMO,2019,clean vehicle,9915,gray,167781637,california,california,2 days left,610000,0.13,0.15,0.128
